PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,YEAR,DATE_COL,AGGR_ECO9_2015,SAMPLE_TYPE,LRBS_USE,BEDSED_COND,L_XFC_NAT,INSTRMCVR_COND,L_XCMGW,RIPVEG_COND,W1_HALL,RIPDIST_COND
9/2/2015,12035,FW08ND057,1,2008,7-Aug-08,NPL,PHAB,-0.545462931,Good,-0.996069706,Fair,-0.415823027,Fair,0.583336364,Medium
9/2/2015,12036,FW08ND060,1,2008,21-Aug-08,NPL,PHAB,0.005036684,Good,-0.937588966,Fair,-0.967674334,Poor,1.265186364,Medium
9/2/2015,12037,FW08ND061,1,2008,10-Sep-08,NPL,PHAB,-0.294703419,Good,-1.293204657,Poor,-0.482384291,Fair,0.378804545,Medium
9/2/2015,12041,FW08ND063,1,2008,13-Sep-08,TPL,PHAB,-0.015226059,Good,-0.907853776,Fair,-0.214670165,Good,0.424263636,Medium
9/2/2015,12060,FW08NE021,1,2008,14-Aug-08,SPL,PHAB,-1.557852646,Fair,-0.687284247,Good,-0.224488846,Good,1.575759091,High
9/2/2015,12061,FW08NE037,1,2008,24-Jul-08,SPL,PHAB,-2.566026344,Poor,-0.739207061,Fair,-0.643018599,Fair,1.6234075,High
9/2/2015,12062,FW08NE001,1,2008,11-Aug-08,SPL,PHAB,-1.949236937,Fair,-0.570835199,Fair,-0.628932138,Fair,1.431818182,Medium
9/2/2015,12063,FW08NE010,1,2008,19-Aug-08,SPL,PHAB,0.043190674,Good,-0.754711716,Fair,-0.330852237,Good,0.159095455,Low
9/2/2015,12064,FW08NE012,1,2008,29-Jul-08,NPL,PHAB,-1.490422626,Fair,-0.430200625,Good,-0.453401258,Fair,0,Low
9/2/2015,12065,FW08NE013,1,2008,16-Sep-08,SPL,PHAB,-1.175182409,Fair,-1.016086822,Poor,-1.774220952,Poor,1.5,High
9/2/2015,12066,FW08NE014,1,2008,22-Aug-08,SPL,PHAB,-1.345727993,Fair,-0.907853776,Fair,-0.400662867,Good,0.68185,Medium
9/2/2015,12067,FW08NE017,1,2008,22-Jul-08,SPL,PHAB,-2.961734525,Poor,-0.588839621,Fair,-0.848268086,Poor,0.697004545,Medium
9/2/2015,12068,FW08NE027,1,2008,19-Aug-08,SPL,PHAB,-2.606508388,Poor,-0.727525465,Good,-0.494541683,Good,1.613659091,High
9/2/2015,12069,FW08NE024,1,2008,30-Jul-08,NPL,PHAB,-2.293856571,Poor,-0.83456681,Fair,-0.221191226,Good,1.030318182,Medium
9/2/2015,12070,FW08NE026,1,2008,12-Aug-08,SPL,PHAB,-1.722793672,Fair,-0.457627316,Good,-0.795880017,Poor,1.5,High
9/2/2015,12071,FW08NE030,1,2008,21-Aug-08,SPL,PHAB,-2.435380891,Poor,-0.877039828,Fair,-0.457627316,Good,0.750031818,Medium
9/2/2015,12072,FW08NE040,1,2008,28-Jul-08,NPL,PHAB,0.381014978,Good,-0.581246868,Good,-0.431531592,Fair,0.530318182,Medium
9/2/2015,12073,FW08NE045,1,2008,13-Aug-08,SPL,PHAB,-1.43590335,Fair,-1.082351291,Poor,-0.415823027,Good,1.5,High
9/2/2015,12074,FW08NE056,1,2008,31-Jul-08,NPL,PHAB,-0.481570158,Good,-0.518296847,Good,-0.493003268,Fair,1.568181818,High
9/2/2015,12075,FW08NE060,1,2008,15-Sep-08,TPL,PHAB,-2.301109358,Fair,-0.821284597,Good,-0.4081768,Fair,1.3334,Medium
9/2/2015,12076,FW08NM001,1,2008,5-Aug-08,WMT,PHAB,-0.702241789,Good,-0.302216053,Good,-1.911058926,Poor,1.5,High
9/2/2015,12077,FW08NM002,1,2008,25-Jul-08,WMT,PHAB,-2.261107623,Poor,-0.502316586,Fair,-0.250052981,Good,1.5,High
9/2/2015,12078,FW08NM003,1,2008,23-Jul-08,WMT,PHAB,-0.285284914,Good,-0.119186408,Good,-0.045319031,Good,1.5,High
9/2/2015,12082,FW08NM012,1,2008,22-Jul-08,WMT,PHAB,-0.96445814,Good,-0.029188389,Good,-0.040958608,Good,2.361487662,High
9/2/2015,12083,FW08NM013,1,2008,31-Jul-08,SPL,PHAB,-0.950953317,Good,-0.877039828,Poor,-0.127049528,Good,1.431818182,Medium
9/2/2015,12087,FW08NM018,1,2008,29-Jul-08,XER,PHAB,3.152860313,Good,-2,Poor,-1.586547824,Poor,3.772790909,High
9/2/2015,12090,FW08NM025,1,2008,2-Aug-08,SPL,PHAB,-2.392254093,Poor,-1.037071311,Poor,-1.256062854,Poor,1.568181818,High
9/2/2015,12103,FW08NM061,1,2008,3-Aug-08,WMT,PHAB,-0.234827167,Good,-0.121791662,Good,-0.592686366,Poor,0,Low
9/2/2015,12104,FW08NM064,1,2008,26-Sep-08,WMT,PHAB,-1.788559457,Poor,-0.659375643,Fair,-1.586547824,Poor,1.83335,High
9/2/2015,12105,FW08NM069,1,2008,1-Aug-08,SPL,PHAB,-1.568902972,Fair,-0.912670402,Poor,-0.257132103,Good,1.924259091,High
9/2/2015,12106,FW08NM070,1,2008,4-Aug-08,XER,PHAB,-2.256167672,Poor,-0.224488846,Good,-0.250052981,Fair,1.590927273,High
9/2/2015,12111,FW08RNM9001,1,2008,29-Sep-08,SPL,PHAB,-2.166304573,Fair,-0.147353685,Good,-1.516347885,Poor,1.5,High
9/2/2015,12112,FW08RNM9002,1,2008,25-Sep-08,SPL,PHAB,-1.837848567,Fair,-0.136406804,Good,-0.754711716,Fair,1.5,High
9/2/2015,12113,FW08RNM9004,1,2008,28-Sep-08,SPL,PHAB,0.372615127,Good,-0.508638306,Fair,-0.303206915,Good,0,Low
9/2/2015,12114,FW08RNM9030,1,2008,18-Sep-08,XER,PHAB,-1.529518405,Fair,-0.157163916,Good,0.030857213,Good,0.484872727,Medium
9/2/2015,12115,FW08RNM9049,1,2008,30-Sep-08,WMT,PHAB,-0.592925249,Good,-0.499189902,Good,-0.302216053,Fair,0.138528139,Low
9/2/2015,12116,FW08RNM9060,1,2008,20-Sep-08,XER,PHAB,-0.813176489,Good,-0.496085569,Fair,-0.435549146,Fair,0,Low
9/2/2015,12117,FW08RNM9081,1,2008,23-Sep-08,SPL,PHAB,-1.875973342,Fair,-0.562826189,Fair,-0.463326801,Good,1.5,High
9/2/2015,12130,FW08WI021,1,2008,10-Sep-08,UMW,PHAB,-0.730317165,Good,-0.361510743,Good,0.003832468,Good,1.060613636,Medium
9/2/2015,12131,FW08WI021,2,2008,24-Sep-08,UMW,PHAB,-0.888259989,Good,-0.738196627,Good,-0.447829733,Fair,0.969704545,Medium
9/2/2015,12132,FW08WI029,1,2008,17-Sep-08,UMW,PHAB,-2.160207604,Fair,-0.74775395,Good,-0.548632296,Poor,2.060640909,High
9/2/2015,12133,FW08WI030,1,2008,23-Aug-08,UMW,PHAB,-0.811663955,Good,-0.538283248,Good,-0.069537236,Good,0,Low
9/2/2015,12134,FW08WI033,1,2008,15-Sep-08,UMW,PHAB,-1.673697332,Fair,-0.958607315,Good,-0.282859263,Fair,1.636386364,High
9/2/2015,12138,FW08WI053,1,2008,18-Sep-08,UMW,PHAB,-1.746817354,Fair,-0.783714109,Good,-0.198004162,Good,0.9091,Medium
9/2/2015,12141,FW08WI034,1,2008,14-Aug-08,UMW,PHAB,-2.62997078,Poor,0.035793469,Good,-0.057540966,Good,2.199170996,High
9/2/2015,12146,FW08RWI9225,1,2008,3-Sep-08,TPL,PHAB,-1.269681399,Fair,-0.496704662,Good,0.054560827,Good,0,Low
9/2/2015,12157,FW08WI031,1,2008,17-Aug-08,UMW,PHAB,2.019243942,Good,-0.195674667,Good,0.212611277,Good,0,Low
9/2/2015,12162,FW08WI022,1,2008,28-Jul-08,UMW,PHAB,-0.659980601,Good,-0.676841691,Good,0.189311628,Good,0.090909091,Low
9/2/2015,12163,FW08WI022,2,2008,19-Aug-08,UMW,PHAB,-0.611042107,Good,-0.044224814,Good,-0.013126522,Good,0,Low
9/2/2015,12164,FW08WI049,1,2008,16-Sep-08,UMW,PHAB,-2.174709579,Fair,-0.345911009,Good,0.134626186,Good,0.613654545,Medium
9/2/2015,12165,FW08WI050,1,2008,13-Aug-08,UMW,PHAB,-0.662609995,Good,-0.268154938,Good,0.292759368,Good,0.584426407,Medium
9/2/2015,12166,FW08WI054,1,2008,21-Aug-08,UMW,PHAB,-2.22609423,Fair,0.024373703,Good,0.051941432,Good,0.060609091,Low
9/2/2015,12168,FW08RWI9226,1,2008,4-Sep-08,TPL,PHAB,-0.700803998,Good,-1.059121453,Fair,-0.04041662,Good,1.454577273,Medium
9/2/2015,12169,FW08WI036,1,2008,12-Aug-08,UMW,PHAB,0.58580866,Good,-0.673571032,Good,0.226599905,Good,0.151522727,Low
9/2/2015,12171,FW08WI040,1,2008,27-Jul-08,UMW,PHAB,1.180881562,Good,-0.672641066,Good,0.19909416,Good,0.196972727,Low
9/2/2015,12172,FW08WI041,1,2008,25-Aug-08,UMW,PHAB,-1.319859891,Fair,-0.229482704,Good,-0.151664236,Good,0.371218182,Medium
9/2/2015,12176,FW08WI044,1,2008,24-Aug-08,TPL,PHAB,-1.817639883,Fair,-0.498567259,Good,-0.016701823,Good,1.666681818,High
9/2/2015,12177,FW08WI046,1,2008,20-Aug-08,UMW,PHAB,-0.453506887,Good,-0.915911421,Good,-0.450606561,Fair,0.227277273,Low
9/2/2015,12179,FW08WI051,1,2008,16-Aug-08,UMW,PHAB,1.415172219,Good,-0.230992129,Good,-0.01211039,Good,0.106063636,Low
9/2/2015,12180,FW08WI055,1,2008,25-Jul-08,UMW,PHAB,-1.790608757,Fair,-0.41453927,Good,0.195333468,Good,0.363640909,Medium
9/2/2015,12181,FW08WI048,1,2008,29-Jul-08,UMW,PHAB,-1.178347374,Fair,-0.363785732,Good,-0.108918921,Good,1.636386364,High
9/2/2015,12183,FW08RIL2CA08,1,2008,10-Jul-08,TPL,PHAB,-1.452185772,Fair,-0.738196627,Good,-0.030774758,Good,0.113636364,Low
9/2/2015,12184,FW08RIL2DJE02,1,2008,21-Aug-08,TPL,PHAB,-0.387227061,Good,-0.717110229,Good,-0.025509242,Good,0.303036364,Low
9/2/2015,12185,FW08RIL9002,1,2008,14-Aug-08,TPL,PHAB,1.359833102,Good,-1.160579093,Poor,0.106206356,Good,0.310613636,Low
9/2/2015,12186,FW08RIL2ICE01,1,2008,8-Jul-08,TPL,PHAB,-0.147690902,Good,-0.911863911,Good,-0.119782066,Good,0.590279167,Medium
9/2/2015,12190,FW08KS008,1,2008,9-Sep-08,SPL,PHAB,-1.847555375,Fair,0.011108878,Good,0.098800993,Good,0.159090909,Low
9/2/2015,12192,FW08KS021,1,2008,15-Sep-08,SPL,PHAB,-3.769040106,Poor,-0.474955193,Good,0.1527052,Good,0.5,Medium
9/2/2015,12193,FW08KS022,1,2008,7-Oct-08,SPL,PHAB,-2.166836157,Fair,-0.304200043,Good,0.126957455,Good,0.6667,Medium
9/2/2015,12194,FW08RIL2AK07,1,2008,9-Jul-08,SAP,PHAB,0.02569958,Good,-0.75873821,Fair,-0.039682146,Fair,0.047621429,Low
9/2/2015,12195,FW08KS018,1,2008,19-Aug-08,TPL,PHAB,-0.625585991,Good,-0.496085569,Good,-0.382427842,Fair,1.280309091,Medium
9/2/2015,12196,FW08KS038,1,2008,6-Oct-08,SPL,PHAB,-2.390224887,Poor,-0.127049528,Good,-0.157163916,Good,1.212136364,Medium
9/2/2015,12197,FW08KS040,1,2008,22-Sep-08,SPL,PHAB,-1.761517987,Fair,-0.123100173,Good,-0.062641704,Good,1.083336364,Medium
9/2/2015,12199,FW08KS042,1,2008,29-Sep-08,SPL,PHAB,-2.575693184,Poor,-0.229482704,Good,-0.066650781,Good,1.19047619,Medium
9/2/2015,12200,FW08KS043,1,2008,2-Sep-08,TPL,PHAB,1.787761141,Good,-0.384815394,Good,-0.075955785,Good,0.92425,Medium
9/2/2015,12205,FW08WY008,1,2008,26-Aug-08,XER,PHAB,-0.123395555,Good,-0.324554962,Good,-0.435549146,Fair,0.212131818,Low
9/2/2015,12206,FW08WY011,1,2008,29-Aug-08,SPL,PHAB,-2.714683901,Poor,-0.332971785,Good,-0.378870948,Good,1.84922381,High
9/2/2015,12207,FW08WY013,1,2008,16-Jul-08,NPL,PHAB,-1.434889295,Fair,-1.190134333,Poor,-0.168653858,Good,1.924268182,High
9/2/2015,12208,FW08WY014,1,2008,23-Sep-08,XER,PHAB,-2.022319812,Poor,-0.300241086,Good,-0.162153403,Good,1.401581818,Medium
9/2/2015,12210,FW08WY020,1,2008,24-Sep-08,XER,PHAB,-0.739456359,Good,-2,Poor,-0.892173573,Poor,0.734881818,Medium
9/2/2015,12212,FW08WY026,1,2008,16-Jul-08,NPL,PHAB,-2.165015818,Poor,-0.862415739,Fair,-1.037071311,Poor,1,Medium
9/2/2015,12214,FW08WY030,1,2008,14-Jul-08,NPL,PHAB,-1.224958114,Fair,-0.907853776,Fair,-0.59462259,Poor,2.393977273,High
9/2/2015,12215,FW08WY031,1,2008,27-Aug-08,WMT,PHAB,-1.087297841,Fair,-0.777756616,Poor,-0.771879741,Poor,1.901531818,High
9/2/2015,12216,FW08WY032,1,2008,16-Jun-08,NPL,PHAB,-1.692616076,Poor,-1.719173392,Poor,-0.472018776,Fair,1.5,High
9/2/2015,12217,FW08WY034,1,2008,7-Aug-08,NPL,PHAB,-0.242519906,Good,-0.783714109,Fair,-0.694550915,Poor,2.000040909,High
9/2/2015,12218,FW08WY038,1,2008,30-Sep-08,NPL,PHAB,-0.85711571,Good,-1.016086822,Poor,-0.635278493,Poor,1.462145455,Medium
9/2/2015,12219,FW08WY042,1,2008,15-Jul-08,WMT,PHAB,-2.464765676,Poor,-1.059121453,Poor,-1.106894235,Poor,2.075786364,High
9/2/2015,12224,FW08WY050,1,2008,6-Aug-08,NPL,PHAB,-0.435880092,Good,-1.106894235,Poor,-1.160579093,Poor,1.954568182,High
9/2/2015,12228,FW08WY043,1,2008,2-Oct-08,SPL,PHAB,-0.705651588,Good,-0.588839621,Fair,-0.915911421,Poor,1.954572727,High
9/2/2015,12229,FW08WY046,1,2008,20-Jun-08,NPL,PHAB,-1.246327339,Fair,-1.160579093,Poor,-0.600483603,Poor,2.0758,High
9/2/2015,12236,FW08WY051,1,2008,28-Aug-08,XER,PHAB,-0.954103854,Good,-0.164309429,Good,-0.381238971,Fair,1.45455,Medium
9/2/2015,12237,FW08WY055,1,2008,25-Aug-08,XER,PHAB,-1.079628869,Fair,-1.190134333,Poor,-1.911058926,Poor,1.469713636,Medium
9/2/2015,12238,FW08WY058,1,2008,18-Jun-08,NPL,PHAB,-0.821290504,Good,-1.837272689,Poor,-1.106894235,Poor,1.83335,High
9/2/2015,12239,FW08WY061,1,2008,1-Oct-08,NPL,PHAB,-1.02819719,Fair,-0.612448395,Fair,-0.877039828,Poor,1.666681818,High
9/2/2015,12241,FW08UT022,1,2008,20-Aug-08,XER,PHAB,0.769519367,Good,-0.320406941,Good,-0.289536445,Fair,1.15660368,Medium
9/2/2015,12242,FW08UT054,1,2008,19-Aug-08,XER,PHAB,0.446684222,Good,-0.477911599,Good,-0.267058235,Fair,1.2652,Medium
9/2/2015,12243,FW08UT001,1,2008,2-Jul-08,XER,PHAB,-1.655826227,Fair,-1.106894235,Poor,-1.837272689,Poor,2.197,High
9/2/2015,12244,FW08UT001,2,2008,27-Aug-08,XER,PHAB,-1.741784902,Poor,-0.033431652,Good,-2,Poor,1.901531818,High
9/2/2015,12245,FW08UT003,1,2008,9-Jul-08,XER,PHAB,-1.915151665,Poor,-0.114022322,Good,-0.233688572,Good,0.393959091,Medium
9/2/2015,12247,FW08UT005,1,2008,9-Sep-08,XER,PHAB,-0.922881835,Good,-0.65489372,Fair,-0.722286625,Poor,0.242436364,Low
9/2/2015,12248,FW08UT007,1,2008,24-Sep-08,WMT,PHAB,0.167934816,Good,-0.911863911,Poor,-0.424042811,Fair,0.9792125,Medium
9/2/2015,12249,FW08UT008,1,2008,3-Sep-08,WMT,PHAB,-0.139727275,Good,0.297262981,Good,0.114246949,Good,1.5,High
9/2/2015,12250,FW08UT009,1,2008,10-Jul-08,XER,PHAB,-0.6119876,Good,-0.054173455,Good,-0.332971785,Fair,0.030304545,Low
9/2/2015,12251,FW08UT010,1,2008,17-Sep-08,XER,PHAB,-0.863115901,Good,-0.299584755,Good,-0.320837183,Fair,2.347254167,High
9/2/2015,12252,FW08UT011,1,2008,15-Jul-08,XER,PHAB,-1.512782404,Fair,-0.33939321,Good,-0.422299355,Fair,1.477272727,Medium
9/2/2015,12253,FW08UT012,1,2008,5-Aug-08,WMT,PHAB,-0.8455534,Good,-0.528175086,Fair,-0.513440727,Poor,1.242454545,Medium
9/2/2015,12254,FW08UT013,1,2008,13-Aug-08,WMT,PHAB,0.281000481,Good,-0.160008028,Good,-0.381238971,Fair,0,Low
9/2/2015,12255,FW08UT021,1,2008,7-Aug-08,WMT,PHAB,-1.376460997,Fair,-0.958607315,Poor,-1.274236821,Poor,1.5,High
9/2/2015,12256,FW08UT026,1,2008,15-Sep-08,XER,PHAB,-1.255226723,Fair,-0.637414722,Fair,-0.227811696,Good,1.00005,Medium
9/2/2015,12257,FW08UT028,1,2008,25-Jun-08,WMT,PHAB,0.912873211,Good,-0.008572536,Good,0.173053761,Good,0.723668398,Medium
9/2/2015,12258,FW08UT032,1,2008,4-Sep-08,WMT,PHAB,-0.118650802,Good,0.224250457,Good,0.133175877,Good,0,Low
9/2/2015,12259,FW08UT051,1,2008,16-Sep-08,XER,PHAB,-2.169624539,Poor,-1.550030994,Poor,-0.862415739,Poor,0.6667,Medium
9/2/2015,12260,FW08UT053,1,2008,23-Sep-08,WMT,PHAB,-1.762105484,Poor,-0.616511048,Fair,-0.413259297,Fair,1.303068182,Medium
9/2/2015,12262,FW08UT041,1,2008,11-Jul-08,XER,PHAB,-2.06286229,Poor,-0.27572413,Good,-0.684888793,Poor,3.848604545,High
9/2/2015,12263,FW08UT059,1,2008,16-Jul-08,XER,PHAB,-2.300238841,Poor,-0.165752748,Good,-0.222013286,Good,0,Low
9/2/2015,12264,FW08UT067,1,2008,10-Sep-08,XER,PHAB,0.200962045,Good,-0.086667894,Good,0.043987098,Good,0,Low
9/2/2015,12266,FW08UT080,1,2008,24-Jun-08,XER,PHAB,-0.267383336,Good,-0.222836906,Good,-0.279089322,Fair,1.969713636,High
9/2/2015,12267,FW08UT099,1,2008,12-Aug-08,WMT,PHAB,-0.772941248,Good,-0.253578118,Good,-0.152932367,Good,0.6667,Medium
9/2/2015,12274,FW08NM002,2,2008,19-Sep-08,WMT,PHAB,-2.381002085,Poor,-0.45480538,Good,-0.246556227,Good,1.530304545,High
9/2/2015,12275,FW08ND079,1,2008,1-Oct-08,TPL,PHAB,-1.905395226,Fair,-0.727525465,Good,-0.218734339,Good,1.045486364,Medium
9/2/2015,12276,FW08OH038,1,2008,9-Sep-08,NAP,PHAB,0.273037575,Good,-0.420736205,Good,0.047982476,Good,0.863654545,Medium
9/2/2015,12290,FW08VA007,1,2008,21-Aug-08,SAP,PHAB,0.597164424,Good,-0.250052981,Good,-0.017728767,Fair,0.310618182,Low
9/2/2015,12291,FW08VA022,1,2008,19-Aug-08,SAP,PHAB,-0.443484568,Good,-0.359247609,Good,-0.023941956,Good,2.015213636,High
9/2/2015,12292,FW08VA026,1,2008,3-Sep-08,SAP,PHAB,-0.94572437,Fair,-0.314258261,Good,-0.09084529,Fair,0.96668,Medium
9/2/2015,12293,FW08VA026,2,2008,7-Oct-08,SAP,PHAB,-1.92437667,Poor,-0.265600257,Good,0,Good,1.208355,Medium
9/2/2015,12294,FW08VA001,1,2008,2-Sep-08,SAP,PHAB,-0.703277067,Good,-0.369063881,Good,-0.308697437,Poor,2.88336,High
9/2/2015,12295,FW08VA001,2,2008,18-Sep-08,SAP,PHAB,-1.490728026,Fair,-0.071278363,Good,-0.228646397,Poor,2.962145455,High
9/2/2015,12296,FW08VA005,1,2008,12-Aug-08,SAP,PHAB,-0.722323912,Good,-0.085464528,Good,0.032692004,Good,0.742459091,Medium
9/2/2015,12297,FW08VA006,1,2008,23-Sep-08,SAP,PHAB,-0.51702521,Good,-0.406160339,Good,-0.035033625,Fair,1.77275,High
9/2/2015,12300,FW08VA008,1,2008,28-Aug-08,SAP,PHAB,-1.241699114,Fair,-0.771879741,Good,0.037698073,Good,0.575772727,Medium
9/2/2015,12302,FW08VA018,1,2008,15-Sep-08,SAP,PHAB,1.001342852,Good,-0.330852237,Good,-0.073026498,Fair,0.848509091,Medium
9/2/2015,12305,FW08VA030,1,2008,22-Sep-08,SAP,PHAB,-0.302037021,Good,-0.541705603,Fair,-0.766081332,Poor,3.590945455,High
9/2/2015,12306,FW08VA034,1,2008,4-Sep-08,SAP,PHAB,0.273567302,Good,-0.409441858,Good,-0.093346677,Fair,1.598527273,High
9/2/2015,12307,FW08VA037,1,2008,30-Sep-08,SAP,PHAB,0.251881591,Good,-0.443697499,Fair,-0.089084675,Fair,3.363713636,High
9/2/2015,12308,FW08VA042,1,2008,2-Oct-08,SAP,PHAB,-0.077335968,Good,-0.45480538,Good,0.08033126,Good,0.060609091,Low
9/2/2015,12320,FW08VA014,1,2008,8-Sep-08,SAP,PHAB,0.963996441,Good,-0.562826189,Fair,-0.07033784,Fair,0.416668182,Medium
9/2/2015,12324,FW08VA010,1,2008,27-Aug-08,SAP,PHAB,-1.046841903,Fair,-0.419697223,Good,-0.024463756,Fair,0,Low
9/2/2015,12331,FW08TX001,1,2008,25-Aug-08,CPL,PHAB,-1.271361275,Good,-0.477911599,Good,0.219513083,Good,0,Low
9/2/2015,12332,FW08TX002,1,2008,2-Sep-08,SPL,PHAB,-1.956442125,Fair,-0.216291273,Good,0.05543046,Good,1.545454545,High
9/2/2015,12333,FW08TX013,1,2008,26-Aug-08,CPL,PHAB,0.937606842,Good,-0.208245573,Good,0.131720709,Good,1.393959091,Medium
9/2/2015,12334,FW08TX014,1,2008,28-Aug-08,SPL,PHAB,-0.752342328,Good,-0.534887652,Good,0.109287018,Good,0.939413636,Medium
9/2/2015,12338,FW08TX047,1,2008,27-Aug-08,SPL,PHAB,0.647916832,Good,-0.438248312,Good,0.172722314,Good,2.152260173,High
9/2/2015,12339,FW08TX088,1,2008,30-Aug-08,SPL,PHAB,-1.584533883,Fair,-0.361510743,Good,-0.751915218,Fair,1.530304545,High
9/2/2015,12340,FW08TX019,1,2008,24-Aug-08,CPL,PHAB,-1.722378947,Fair,-0.255351475,Good,0.201893461,Good,0.1894,Low
9/2/2015,12341,FW08TX025,1,2008,21-Aug-08,CPL,PHAB,-1.428230867,Good,-0.474955193,Good,-0.53319976,Poor,2.219713636,High
9/2/2015,12342,FW08TX032,1,2008,3-Sep-08,SPL,PHAB,-2.544545044,Poor,-0.555671259,Good,-0.005063269,Good,1.196981818,Medium
9/2/2015,12345,FW08VT001,1,2008,8-Jul-08,NAP,PHAB,-0.98139941,Fair,-0.760359317,Fair,-0.303206915,Poor,1.575813636,High
9/2/2015,12346,FW08VT002,1,2008,15-Jul-08,NAP,PHAB,-1.347438339,Fair,-0.641718964,Fair,-0.431531592,Poor,2.901613636,High
9/2/2015,12347,FW08VT006,1,2008,22-Sep-08,NAP,PHAB,-2.160156873,Poor,0.086036093,Good,0.096831043,Good,1.060627273,Medium
9/2/2015,12348,FW08VT006,2,2008,12-Oct-08,NAP,PHAB,-2.152354828,Poor,0.020624914,Good,0.079098985,Good,1.833385714,High
9/2/2015,12349,FW08VT009,1,2008,4-Oct-08,NAP,PHAB,-0.094848546,Good,-0.167200881,Good,-0.004564252,Good,1.65915,High
9/2/2015,12351,FW08VT011,1,2008,23-Sep-08,NAP,PHAB,-0.524481696,Good,-0.411983086,Good,-0.098888579,Fair,1.545509091,High
9/2/2015,12352,FW08VT011,2,2008,8-Oct-08,NAP,PHAB,-0.754065594,Good,-0.412493121,Good,-0.132371831,Fair,1.615864286,High
9/2/2015,12353,FW08VT013,1,2008,6-Oct-08,NAP,PHAB,0.093968001,Good,-0.541705603,Good,-0.001087096,Good,2.174327273,High
9/2/2015,12354,FW08VT014,1,2008,1-Oct-08,NAP,PHAB,0.612336909,Good,-0.493003268,Good,-0.158583644,Poor,1.863709091,High
9/2/2015,12355,FW08VT016,1,2008,7-Oct-08,NAP,PHAB,-0.506388423,Good,-0.903089987,Poor,-0.083067753,Fair,3.113736364,High
9/2/2015,12356,FW08VT018,1,2008,2-Oct-08,NAP,PHAB,-0.440586812,Good,-0.314258261,Good,-0.020306802,Good,1.515209091,High
9/2/2015,12357,FW08VT022,1,2008,10-Oct-08,NAP,PHAB,0.299677706,Good,-0.152371263,Good,-0.033964987,Good,1.825822727,High
9/2/2015,12358,FW08VT010,1,2008,31-Jul-08,NAP,PHAB,-0.192012914,Good,-0.481956331,Fair,-0.020159073,Fair,0.470257143,Medium
9/2/2015,12359,FW08WA007,1,2008,16-Jul-08,WMT,PHAB,-2.481783309,Poor,-0.302216053,Good,0.006757678,Good,1.500004545,High
9/2/2015,12360,FW08WA009,1,2008,6-Aug-08,WMT,PHAB,-2.83245653,Poor,-0.081576459,Good,-0.120378542,Good,0.194454167,Low
9/2/2015,12361,FW08WA046,1,2008,17-Sep-08,WMT,PHAB,-0.226632109,Good,-0.572676214,Fair,-0.182104243,Good,0,Low
9/2/2015,12362,FW08WA032,1,2008,22-Jul-08,XER,PHAB,1.146747987,Good,-0.941022138,Good,-0.034498977,Good,1.736341775,High
9/2/2015,12365,FW08LA006,1,2008,22-Jul-08,CPL,PHAB,-1.520613446,Fair,-0.216291273,Good,0.276096083,Good,1.204595455,Medium
9/2/2015,12368,FW08LA011,2,2008,6-Aug-08,CPL,PHAB,-0.821145156,Good,-0.547934634,Fair,0.215325061,Good,0.136363636,Low
9/2/2015,12370,FW08LA013,1,2008,20-Jul-08,CPL,PHAB,-3.084784376,Poor,-0.250052981,Good,0.110436655,Good,1.48485,Medium
9/2/2015,12371,FW08LA014,1,2008,14-Jul-08,CPL,PHAB,-1.319508271,Good,-0.345911009,Good,0.125850784,Good,1.492472727,Medium
9/2/2015,12374,FW08LA017,1,2008,29-Jul-08,CPL,PHAB,-3.214847442,Poor,-0.229482704,Good,0.315063427,Good,0.83335,Medium
9/2/2015,12375,FW08LA018,1,2008,12-Jul-08,CPL,PHAB,-2.04429983,Fair,-0.144590987,Good,-0.26432853,Poor,1.113640909,Medium
9/2/2015,12377,FW08LA022,1,2008,11-Jul-08,CPL,PHAB,-1.991287212,Fair,-0.472018776,Good,0.138230908,Good,0.598495455,Medium
9/2/2015,12381,FW08LA029,1,2008,18-Jul-08,CPL,PHAB,-1.775166004,Fair,-0.541705603,Fair,0.071630994,Good,1.212145455,Medium
9/2/2015,12382,FW08LA030,1,2008,5-Aug-08,CPL,PHAB,-0.912812272,Good,-0.562826189,Fair,0.193756851,Good,0.325763636,Low
9/2/2015,12384,FW08LA032,1,2008,1-Aug-08,CPL,PHAB,-3.013635917,Poor,-0.46620484,Good,0.295017012,Good,0.628813636,Medium
9/2/2015,12385,FW08LA033,1,2008,2-Aug-08,CPL,PHAB,,Not Assessed,-0.808396576,Poor,-0.232001334,Poor,0.446972727,Medium
9/2/2015,12387,FW08LA037,1,2008,19-Jul-08,CPL,PHAB,-2.003280057,Fair,-0.345911009,Good,-0.092124689,Fair,1.507577273,High
9/2/2015,12390,FW08LA045,1,2008,31-Jul-08,CPL,PHAB,-1.818992767,Fair,-0.284756577,Good,0.189630658,Good,2.068209091,High
9/2/2015,12398,FW08RLA900,1,2008,9-Aug-08,CPL,PHAB,-2.098965022,Fair,-0.071278363,Good,0.184175028,Good,0.696977273,Medium
9/2/2015,12402,FW08NM001,2,2008,17-Sep-08,WMT,PHAB,-0.90469933,Good,-0.46620484,Good,-1.903089987,Poor,1.5,High
