PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,DATE_COL,YEAR,LAT_DD83,LON_DD83,SITE_CLASS,VALXSITE,USE_NRSA,XLAT_DD,XLON_DD,STRAHLERORDER,GREAT_RIVER,FW_ECO3,FW_ECO9,ECO10,PROTOCOL,REACHLEN,IP_SCORE,LTMXSIZE,LTMXSPP,CONSTRAINT,CONPATTERN,LDCBF_G08,LRBS_G08,LDMB_BW5,LRBS_BW5,LSUB_DMM,LSUB_DMM_NOR,PCT_BDRK,PCT_BIGR,PCT_HP,PCT_FN,PCT_SAFN,PCT_SFGF,PCT_SFG,PCT_DR,PCT_DRS,PCT_FAST,PCT_SLOW,PCT_SIDE,RP100,XBKF_H,XBKF_W,XSLOPE,XINC_H,XWD_RAT,XDEPTH_CM,XWIDTH,XWXD,SDDEPTH_CM,SDWIDTH,SDWXD,BFWD_RAT,SINU,V1WM100,V1W_MSQ,W1H_CROP,W1H_WALL,W1_HAG,W1_HALL,W1_HNOAG,XEMBED,XFC_ALG,XFC_AQM,XFC_LWD,XFC_NAT,XCDENBK,XCDENMID,XC,XCL,XCMGW,XCMG,XGB,XGH,XGW,BANGMODE,PCT_BH,PCT_SIDE.1,XSHOR2VG,LITSB1_FN,LITSB1_SF,LITSB1_SFGF,LITSB12_FN,LITSB12_SF,QRVEG1,QR1,RDIST1,CVDTH,RPRAT,CVWIDTH,CVWXD,LWDEQVOL_MSQ,LWDEQVOLM100,PHAB_COM
2/3/2015,11455,FW08LA108,1,29-Sep-08,2008,32.40963893,-90.99592109,PROB,BOATABLE,NO,32.40985,90.99574,8th+,X,PLNLOW,CPL,,BOATABLE,4400,0,X,Poplar/Cottonwood,CON_VSHAPED,SINGLE,,,0.814641449,,,,,,,,,,,0,0,0,100,0,337.2986476,-2,1767.090909,0.006406686,0,89.3418297,2027.8344,1769.363636,36590.24026,367.4985642,190.0753917,8592.968531,99.47354098,1.091203524,17.56818182,0.017568182,0,0.545454545,0,0.636363636,0.636363636,,0,0,0.009090909,0.072727273,37.1657754,,0.1,0.05,0.122727273,0.622727273,0.059090909,0.468181818,0,stp,,0,5.181818182,36.36363636,63.63636364,63.63636364,22.72727273,68.18181818,0.155227273,0.345427299,0.388888889,0.181227108,16.63344145,0.10742585,0.234843184,0.017568182,134.9209091,
2/3/2015,11457,FW08LA088,1,8-Sep-08,2008,31.53963774,-91.45260521,PROB,BOATABLE,NO,31.53982,91.45271,8th+,X,PLNLOW,CPL,,BOATABLE,4853.639753,0,X,Poplar/Cottonwood,CON_VSHAPED,SINGLE,,,0.653282294,,,,,,,,,,,0,0,0,100,0,162.0029481,1.009090909,1290.727273,0.004191189,0.318181818,77.47120386,1663.772571,1289,21490.99994,135.2759473,30.85449724,1519.943585,73.15634148,1.011682085,175.0459091,0.175045909,0,0.681818182,0,2.515190909,2.515190909,,0,0,0.027272727,0.068181818,34.89304813,,0.1,0.063636364,0.195454545,0.231818182,0.204545455,0.036363636,0.027272727,med,,0,11.77272727,9.090909091,63.63636364,63.63636364,22.72727273,72.72727273,0.187954545,0.280789701,0.71552043,0.081306754,9.737084914,0.023936771,0.070724656,0.175045909,544.4727273,
2/3/2015,11458,FW08LA096,1,9-Sep-08,2008,31.63061631,-91.39924704,PROB,BOATABLE,NO,31.63078,91.39741,8th+,X,PLNLOW,CPL,,BOATABLE,4400,0,X,Unknown or Other Deciduous,CON_VSHAPED,SINGLE,0.926011499,2.82656349,0.574480391,3.178094598,3.752574989,,,,,0,0,,0,0,0,0,100,0,210.5667306,0,1272.363636,0.004191189,0.727272727,81.95493972,1527.241964,1272.363636,19291.36435,139.8715975,209.3562861,3486.238454,81.95493972,1.012641101,45.71181818,0.045711818,0,0.272727273,0,0.272727273,0.272727273,,0,0,0.02,0.103636364,36.76470588,,0.081818182,0.031818182,0.297727273,0.361363636,0.113636364,0.063636364,0.022727273,stp,50,0,2.454545455,18.18181818,81.81818182,81.81818182,40.90909091,81.81818182,0.233977273,0.429469517,0.214285714,0.091584438,13.78738508,0.164541237,0.180714976,0.045711818,131.3418182,
2/3/2015,11459,FW08LA100,1,17-Sep-08,2008,30.99722189,-91.64244891,PROB,BOATABLE,NO,30.99748,91.64264,8th+,X,PLNLOW,CPL,,BOATABLE,4400,0,X,Willow,CON_VSHAPED,SINGLE,,,0.459380092,,,,,,,,,,,0,0,0,100,0,297.3780025,0.190909091,2313.090909,0.002949115,0.063636364,86.61861308,1708.1754,1404,23317.41336,304.8979973,204.547305,6012.653759,150.6031985,1.022158443,21.43909091,0.021439091,0,0.346153846,0,0.527981119,0.527981119,,0,0,0.022727273,0.072727273,27.54010695,,0.072727273,0.018181818,0.234090909,0.510416667,0.036363636,0.243181818,0.059090909,vst,,0,4.590909091,63.63636364,72.72727273,72.72727273,63.63636364,81.81818182,0.205340909,0.360236512,0.345541651,0.178493378,17.40910228,0.145688964,0.257861096,0.021439091,127.1563636,
2/3/2015,11460,FW08LA104,1,16-Sep-08,2008,31.08965612,-91.59474249,PROB,BOATABLE,NO,31.09018,91.5945,8th+,X,PLNLOW,CPL,,BOATABLE,4400,0.090909091,L,Sycamore,CON_VSHAPED,SINGLE,,,0.201547098,,,,,,,,,,,0,0,0,100,0.854700855,988.366549,0.372727273,862.5454545,0.002949115,0.681818182,57.59165037,1743.6084,862.5454545,13475.96086,507.5785976,290.4497766,3148.932596,56.02440571,1.005714041,25.85,0.02585,0.090913636,0.507586364,0.090913636,1.393986364,1.303072727,,0,0,0.018181818,0.136363636,35.56149733,,0.120454545,0.038636364,0.238636364,0.440909091,0.040909091,0.202272727,0.025,vst,,0.854700855,7.272727273,45.45454545,90.90909091,90.90909091,36.36363636,90.90909091,0.207386364,0.331375988,0.582286677,0.29110814,56.68512201,0.336735618,0.233670358,0.02585,100.12,
2/3/2015,11461,FW08LA152,1,15-Sep-08,2008,31.43106364,-91.50559281,PROB,BOATABLE,NO,31.43126,91.50555,8th+,X,PLNLOW,CPL,,BOATABLE,4500,0.181818182,L,Poplar/Cottonwood,CON_VSHAPED,SINGLE,,,0.532541333,,,,,,,,,,,0,0,0,100,0,237.9994634,0.5,1345.545455,0.002949115,0,70.54639208,1876.044,1344.545455,25856.21448,276.0811055,81.22852164,5495.408531,68.739844,1.023986409,4.368181818,0.004368182,0,0.545454545,0,1.333372727,1.333372727,,0,0,0,0.022727273,12.29946524,,0.0625,0.033333333,0.284615385,0.501923077,0.013636364,0.256818182,0.121153846,med,,0,22.40909091,27.27272727,63.63636364,63.63636364,18.18181818,63.63636364,0.228076923,0.274105204,0.571435807,0.147161317,12.68624101,0.06041337,0.212537243,0.004368182,260.3290909,
2/3/2015,11462,FW08MS070,1,30-Sep-08,2008,31.36445334,-91.47959844,PROB,BOATABLE,YES,31.36188,91.47726,8th+,X,PLNLOW,CPL,,BOATABLE,4400,0.090909091,X,Poplar/Cottonwood,CON_VSHAPED,SINGLE,,,0.688406129,,,,,,,,,,,0,0,0,100,0,223.4797906,-2,1094.727273,0.002949115,0,38.69700852,2840.6344,1096.727273,31995.05107,148.3736201,65.12770671,2033.603038,41.54032936,1.02253889,7.805,0.007805,0,0.954545455,0,1.181818182,1.181818182,,0,0,0.004545455,0.195454545,24.19786096,,0.104545455,0.054545455,0.440909091,0.647727273,0.22,0.202272727,0.122727273,med,,0,8.909090909,9.090909091,63.63636364,63.63636364,13.63636364,59.09090909,0.298409091,0.351593113,0.541666667,0.052232565,7.867249324,0.059383685,0.063559925,0.007805,199.8909091,
2/3/2015,11463,FW08MS006,1,1-Oct-08,2008,31.26352607,-91.60386987,PROB,BOATABLE,YES,31.26365,91.6041,8th+,X,PLNLOW,CPL,,BOATABLE,4400,0,L,Willow,CON_VSHAPED,SINGLE,,,0.321660585,,,,,,,,,,,0,0,0,100,0,130.0622637,-2,1124,0.002949115,0.281818182,76.43190586,1375.664,1126,15527.20085,187.7534791,227.6883835,4906.004049,89.23686617,1.009254996,37.04090909,0.037040909,0,0.590909091,0,0.681818182,0.681818182,,0,0,0.040909091,0.109090909,32.0855615,,0.252272727,0.081818182,0.436363636,0.802272727,0.088636364,0.361363636,0.106818182,stp,,0,6.454545455,36.36363636,72.72727273,72.72727273,36.36363636,77.27272727,0.296363636,0.409178581,0.405405405,0.136482076,9.454508059,0.202209932,0.315961911,0.037040909,149.24,
2/3/2015,11464,FW08MS014,1,10-Sep-08,2008,31.98290897,-91.13957798,PROB,BOATABLE,YES,31.98319,91.13988,8th+,X,PLNLOW,CPL,,BOATABLE,4400,0.454545455,X,Unknown or Other Deciduous,CON_BROAD,SINGLE,,,0.620821302,,,,,,,,,,,0,0,0.833333333,99.16666667,0,330.1163419,0,1609,0.004807798,0.136363636,105.9549096,1600.4286,1609,25168.51862,268.6227967,0,4437.949106,105.9549096,,10.60909091,0.010609091,0,0.681818182,0,0.742427273,0.742427273,,0,0,0.009090909,0.018181818,11.63101604,,0.118181818,0.036363636,0.263636364,0.454545455,0.068181818,0.190909091,0.004545455,med,,0,18.36363636,9.090909091,72.72727273,72.72727273,13.63636364,68.18181818,0.218636364,0.29503969,0.426087955,0.167844287,20.62674598,0,0.176329373,0.010609091,62.42545455,
2/3/2015,11465,FW08LA044,1,18-Aug-08,2008,32.31668097,-90.90508327,PROB,BOATABLE,YES,32.3169,90.90516,8th+,X,PLNLOW,CPL,,BOATABLE,4400,0.454545455,L,Willow,CON_VSHAPED,SINGLE,,,0.924358714,,,,,,,,,,,0,0,0,100,0,197.1286238,0.968181818,1302.636364,0.00549982,1.472727273,55.22572222,2330.577,1301.545455,31018.81934,205.8754932,32.3615934,3194.012503,53.03467924,1.031846647,0.951818182,0.000951818,0,0.878790909,0,3.257663636,3.257663636,,0,0,0,0.068181818,9.759358289,,0.131818182,0.035,0.259090909,0.309090909,0.354545455,0.035,0.01,med,,0,14.54545455,0,90.90909091,90.90909091,9.090909091,86.36363636,0.216590909,0.212201216,0.765129403,0.088336705,8.458361334,0.024863975,0.102970151,0.000951818,70.48181818,
2/3/2015,11466,FW08LA028,1,19-Aug-08,2008,32.65297192,-91.14072265,PROB,BOATABLE,YES,32.64754,91.14843,8th+,X,PLNLOW,CPL,,BOATABLE,4400,0,L,Poplar/Cottonwood,CON_VSHAPED,SINGLE,,,0.679965418,,,,,,,,,,,0,0,0,100,0,260.1401535,1.372727273,981.2727273,0.006096,0.309090909,75.45515792,1270.3048,979.7272727,12982.70911,222.5486378,32.76611332,1752.591312,68.65376913,1.036189076,6.589545455,0.006589545,0,0.545454545,0,0.681818182,0.681818182,,0,0,0,0.013636364,2.673796791,,0.081818182,0.013636364,0.2,0.270454545,0.252272727,0.065909091,0.040909091,med,,0,85.81818182,0,63.63636364,63.63636364,4.545454545,63.63636364,0.19,0.241105423,0.405405405,0.175193102,20.4785618,0.033444117,0.134994268,0.006589545,111.4263636,
2/3/2015,11469,FW08MD001,1,22-Jul-08,2008,38.44066919,-76.69705831,PROB,WADEABLE,YES,38.44122,76.69656,2nd,,PLNLOW,CPL,,WADEABLE,158.4,0,X,Sycamore,UNC_NARROW,SINGLE,0.475007823,-1.714152944,0.724956805,-1.964101926,-1.239145121,-1.541673612,0,0,5.714285714,66.66666667,87.61904762,94.28571429,94.28571429,0,,28,72,5,17.28159551,0.381818182,3.727272727,0.165085166,0.845454545,14.15730237,26.12,2.315,0.52065,19.50254063,0.756219823,0.373516191,6.82513035,1.170352722,0.146464646,0.000392954,0,0,0,0,0,93,0,0,0.022727273,0.2,89.03743316,89.97326203,0.801136364,0.321590909,1.051136364,1.584090909,0.378409091,0.290909091,0.065909091,,5.714285714,5,,,,,,,0.573011364,0.802324637,0,0.746651632,0.661623105,0.326660831,0.717403612,0,0,
2/3/2015,11470,FW08MD001,2,4-Aug-08,2008,38.44066919,-76.69705831,PROB,WADEABLE,NO,38.44083333,76.69638889,2nd,,PLNLOW,CPL,,WADEABLE,396,0,X,Sycamore,UNC_NARROW,SINGLE,0.006072002,-0.958983297,0.280674793,-1.233586088,-0.952911295,-1.096956793,0,0,2.857142857,38.0952381,90.47619048,93.33333333,93.33333333,0,,17,83,5.208333333,15.31933879,0.272727273,3.836363636,0.071619842,0.581818182,11.98839996,27.17,2.357894737,0.625631579,19.55208274,0.697866423,0.470687819,8.245458585,1.364223731,0.428282828,0.001116377,0,0,0,0,0,96.81818182,0,0,0,0.197727273,97.05882353,94.9197861,0.835227273,0.354545455,1.119318182,1.726136364,0.2875,0.388636364,0.061363636,,2.857142857,5.208333333,,,,,,,0.603693182,0.837635579,0,0.71962027,0.563832859,0.295970135,0.752340252,0.000925487,0.355050505,
2/3/2015,11471,FW08MD006,1,10-Jul-08,2008,38.68907843,-75.76990034,PROB,BOATABLE,YES,38.6873,75.76977,4th,,PLNLOW,CPL,,BOATABLE,2200,0.454545455,X,Sycamore,CON_BROAD,SINGLE,-0.375079365,-0.89817738,-0.456330072,-0.816926673,-1.273256745,,,,,52,97,,100,0,0,0,100,0,36.60068979,0.625,59.59090909,0.001851132,0.897,23.54288463,250.05792,56.40909091,138.548364,66.37792524,15.50454479,68.56249527,19.63452895,1.08433554,0.951818182,0.000951818,0,0.712122727,0,2.020624026,2.020624026,,0,0.068181818,0.009090909,0.554545455,22.32620321,,0.16875,0.0175,0.415909091,1.276136364,0.058333333,0.530952381,0.127272727,stp,0,0,41.77777778,9.090909091,36.36363636,45.45454545,31.81818182,45.45454545,0.287159091,0.305843976,0.668942579,0.265450201,14.63688484,0.274858973,0.494863261,0.000951818,1.903636364,
2/3/2015,11472,FW08MD002,1,21-Jul-08,2008,38.82802711,-76.98111233,PROB,WADEABLE,YES,38.82803,76.98118,1st,,PLNLOW,CPL,,WADEABLE,149,0,X,Maple/Boxelder,CON_BROAD,SINGLE,1.363195442,-0.412878192,1.351250415,-0.400933164,0.950317251,0.866249518,0.952380952,52.38095238,1.904761905,8.571428571,20,43.80952381,84.76190476,0,,28.66666667,71.33333333,10.66666667,11.11738537,0.590909091,10.19090909,0.500437954,1.409090909,30.79736588,18.09333333,3.42,0.68975,12.76443605,1.354757698,0.691217985,14.33570272,1.569463927,2.912751678,0.002858186,0,0,0,1.393940909,1.393940909,57.27272727,0,0,0.05,0.370454545,81.01604278,73.39572193,0.515909091,0.177272727,0.784090909,0.954545455,0.7,0.114772727,0.077272727,,2.857142857,10.66666667,,,,,,,0.452840909,0.53928805,0.582278745,0.705477306,0.614446502,0.396127982,1.002128285,0.002552611,2.601342282,
2/3/2015,11474,FW08MD004,1,25-Jun-08,2008,39.6484796,-77.18088663,PROB,WADEABLE,YES,39.64861111,77.18083333,1st,,EHIGH,SAP,,WADEABLE,99,1,L,Maple/Boxelder,CON_BROAD,SINGLE,0.23435528,0.419963182,-0.16430671,0.818625172,0.654318463,0.46654534,0,36.19047619,5.714285714,22.85714286,29.52380952,58.0952381,64.76190476,0,,34,66,3,7.308776539,1.081818182,8.454545455,0.009167325,1.272727273,35.77307312,10.01,1.941176471,0.22,7.124428029,0.731487204,0.189889442,7.197277331,1.145910174,7.606060606,0.008996416,0,0,0.666677273,0.666677273,0,58.90909091,0.070454545,0,0.027272727,0.497727273,86.09625668,79.67914439,0.423863636,0.073863636,0.963636364,1.355681818,0.038636364,0.232954545,0.15,,5.714285714,3,,,,,,,0.533636364,0.654302428,0.400003818,0.711731072,0.730147506,0.376826741,0.863133825,0.007264038,6.141414141,
2/3/2015,11476,FW08MD007,1,1-Jul-08,2008,39.59669875,-79.08394335,PROB,WADEABLE,YES,39.59666667,79.08361111,3rd,,EHIGH,SAP,,WADEABLE,435.6,0.454545455,X,Firs/Hemlock,CON_BROAD,SINGLE,1.639990144,0.257186405,1.439902868,0.457273681,1.897176549,1.878622564,0.952380952,85.71428571,0,0,3.80952381,10.47619048,36.19047619,0,,78,22,0,6.693693384,0.472727273,13.54545455,0.533659099,1.445454545,26.6026986,36.38,9.19,3.4293,9.547097502,1.864883233,1.403232062,17.27944016,1.074883895,11.05601469,0.008162158,0,0,0,0.242436364,0.242436364,15.78181818,0,0,0.022727273,0.431818182,73.79679144,51.47058824,0.676136364,0.146590909,0.922727273,1.456818182,0.2875,0.426136364,0.043181818,,0.952380952,0,,,,,,,0.515227273,0.681770864,0.195129804,0.262427089,0.183993771,0.20292527,0.409189066,0.008113009,10.98943985,
2/3/2015,11477,FW08MD008,1,17-Jul-08,2008,39.06636774,-77.38957313,PROB,BOATABLE,YES,39.0664,77.38951,7th,,EHIGH,SAP,,BOATABLE,4320.617693,0,X,Sycamore,CON_BROAD,SINGLE,0.586414597,0.915015741,0.218395443,1.283034894,1.501430338,,,,,0,0,,59,0,0,0,100,80,19.54307803,0.909090909,392.2181818,0.01200628,3.240909091,281.3667065,134.4168,387.2727273,507.092712,30.38904003,124.8800151,244.9630868,183.5426115,1.013361665,23.68181818,0.023681818,0,0,0,0.265159091,0.265159091,,0.022727273,0.227272727,0.068181818,0.370454545,80.48128342,,0.416666667,0.311904762,0.653409091,1.047727273,0.18452381,0.252380952,0.095238095,med,0,80,5,45.45454545,81.81818182,90.90909091,42.72727273,80.90909091,0.394034091,0.6355702,0.209585571,0.226080669,14.53916328,0.322460133,0.48307357,0.023681818,72.11363636,
2/3/2015,11479,FW08MD012,1,16-Jul-08,2008,39.17989196,-77.50736361,PROB,BOATABLE,YES,39.17436,77.5131,7th,,EHIGH,SAP,,BOATABLE,4400,0,X,Unknown or Other Deciduous,CON_BROAD,SINGLE,0.703925481,0.95185288,0.317193167,1.338585194,1.655778361,,,,,0,19,,23,0,0,0,100,63,21.9406873,1.186363636,204.8727273,0.01200628,3.722727273,123.9366855,161.66592,219.8,313.785504,43.64162173,56.73877765,176.2993974,70.60078418,1.091838903,29.79409091,0.029794091,0,0.068181818,0.090913636,0.3788,0.287886364,,0,0.147727273,0.018181818,0.320454545,73.12834225,,0.328409091,0.248863636,0.520454545,1.026136364,0.13625,0.275,0.08,med,5,63,9,45.45454545,72.72727273,72.72727273,50,72.72727273,0.334204545,0.568533913,0.274731651,0.269949422,13.57162183,0.258138206,0.561846851,0.029794091,80.78363636,
2/3/2015,11480,FW08MD009,1,15-Jul-08,2008,39.59856332,-77.88460578,PROB,BOATABLE,YES,39.59856,77.88462,6th,,EHIGH,SAP,,BOATABLE,4290,0,X,Sycamore,CON_VSHAPED,SINGLE,0.947173553,2.177535111,0.587226289,2.537482375,3.124708664,,,,,0,0,,0,0,0,9.183673469,90.81632653,49.48453608,41.36431897,1.2,92.4,0.024421001,3.544444444,69.26209443,152.7732245,92.90909091,139.458192,81.77619291,32.02953183,98.27402336,39.20481476,1.794183196,1.618181818,0.001618182,0,0.078947368,0,0.421063158,0.421063158,,0,0.08,0.013636364,0.329318182,36.36363636,,0.276136364,0.107954545,0.602272727,1.140909091,0.136363636,0.344318182,0.073809524,med,59.18367347,49.48453608,6,0,36.36363636,36.36363636,4.545454545,31.81818182,0.371022727,0.481390411,0.296301509,0.535278307,27.07563391,0.344740558,0.704684479,0.001618182,3.236363636,
2/3/2015,11481,FW08MD020,1,14-Jul-08,2008,39.45734207,-77.79812723,PROB,BOATABLE,YES,39.45722222,77.79833333,6th,,EHIGH,SAP,,BOATABLE,4400,0,X,Sycamore,CON_BROAD,SINGLE,1.16407911,1.818376787,0.791578165,2.190877732,2.982455898,,,,,0,1,,7,0,0,0,100,0,65.67995977,1.419090909,157.5454545,0.028511107,5.186363636,74.29075156,242.80368,155.1818182,340.226904,84.27425617,28.63151474,110.1103649,43.84768619,2.032877871,10.84181818,0.010841818,0,0.166668182,0,0.458166667,0.458166667,,0.004545455,0.027272727,0.022727273,0.393181818,17.37967914,,0.522619048,0.239285714,0.8875,1.280681818,0.15,0.188636364,0.104761905,med,50,0,4.818181818,40,50,60,36.66666667,47.22222222,0.499375,0.444483399,0.314207338,0.347088051,27.05064428,0.184503024,0.32363803,0.010841818,21.68363636,
2/3/2015,11482,FW08MD018,1,24-Jul-08,2008,38.61579755,-77.1685603,PROB,BOATABLE,YES,36.615801,77.16856,7th,,PLNLOW,CPL,,BOATABLE,20596.02908,1,X,Maple/Boxelder,CON_BROAD,SINGLE,-0.80843648,0.348027103,-1.117328055,0.656918678,-0.460409377,,,,,0,100,,100,0,0,0,100,1,101.7685828,0.5,2389.363636,0,5.331818182,211.3801607,1167.2316,2386.454545,30703.50984,273.1810068,582.8261085,16514.03678,201.9045041,,6.081363636,0.006081364,0,0.227277273,0,1.734863636,1.734863636,,0.05,0.368181818,0.154545455,0.597727273,47.72727273,,0.586363636,0.248863636,1.080681818,1.670454545,0.246590909,0.411363636,0.094318182,med,0,1,4.090909091,0,63.63636364,100,0,45.45454545,0.586306818,0.484206748,0.634351056,0.234041819,8.718799487,0.244222589,0.537855016,0.006081364,40.93363636,
2/3/2015,11485,FW08MD024,1,8-Jul-08,2008,39.18482927,-77.48622904,PROB,BOATABLE,YES,39.198258,77.473653,7th,,EHIGH,SAP,,BOATABLE,4365,0,X,Sycamore,CON_BROAD,SINGLE,2.018751619,-1.085261132,1.666364908,-0.732874422,0.933490486,,,,,0,39,,60,0,0,0,100,0,24.89014181,21.22909091,285.1818182,0.030365899,3.313636364,252.5763992,136.1347636,276.4545455,363.3022036,54.61062242,30.22701982,124.1908722,103.2735583,1.102762934,21.19636364,0.021196364,0,0.10317619,0,0.500021429,0.500021429,,0,0.090909091,0.059090909,0.454545455,17.78074866,,0.594047619,0.420238095,0.855681818,1.586363636,0.143181818,0.359090909,0.109090909,med,2,0,5.2,81.81818182,100,100,52.02020202,100,0.485056818,0.43809778,0.333342857,0.40115119,18.28345762,0.109338118,0.341839028,0.021196364,56.35363636,
2/3/2015,11486,FW08MD006,2,30-Jul-08,2008,38.68907843,-75.76990034,PROB,BOATABLE,NO,38.68916667,75.77,4th,,PLNLOW,CPL,,BOATABLE,2005.032819,0,X,Sycamore,CON_BROAD,SINGLE,-0.582126752,-0.802571024,-0.537774069,-0.846923707,-1.384697776,,,,,56,100,,100,0,0,0,100,3,45.2359833,0.809090909,58.04545455,0.001851132,1.131818182,30.25246226,192.9384,52.90909091,103.57104,69.03024859,14.0638156,58.23201363,21.29155047,1.086627342,0,0,0,0.742427273,0,2.017011472,2.017011472,,0.018181818,0.036363636,0,0.181818182,9.625668449,,0.085,0.0425,0.329761905,0.701190476,0.101190476,0.314285714,0.170238095,med,0,3,18.27272727,9.090909091,63.63636364,72.72727273,9.090909091,45.45454545,0.248392857,0.248608126,0.668546172,0.357783876,23.44581654,0.265810948,0.562242241,0,0,
2/3/2015,11491,FW08MD003,1,26-Jun-08,2008,39.64269107,-78.4987201,PROB,INTWADE,YES,39.62611111,78.49861111,1st,,EHIGH,SAP,,WADEABLE,396,0,L,Pine,UNC_NARROW,SINGLE,2.475305263,-3.142070859,2.223966892,-2.890732489,-0.666765597,-1.252461337,1.904761905,13.33333333,8.571428571,57.14285714,60,67.61904762,79.04761905,14,,2,84,1,8.832085293,0.836363636,6.809090909,2.741709,1.045454545,22.92183413,14.73,3.13,1.92145,25.82413521,6.199668922,6.487433711,11.50213234,1.942090812,1.21489899,0.001784231,0,0,0,0,0,64.6,0.009090909,0.004545455,0,0.254545455,69.51871658,55.21390374,0.678409091,0.2075,1.001136364,1.457954545,0.407954545,0.404545455,0.029545455,,10.47619048,1,,,,,,,0.550511364,0.736492242,0,1.753166002,0.599598458,1.980724895,3.376321898,0.001117416,0.760858586,
2/3/2015,11492,FW08MD005,1,9-Jul-08,2008,38.27006247,-75.27663014,PROB,INTWADE,YES,38.27,75.27666667,1st,,PLNLOW,CPL,,WADEABLE,223.5,0,L,Pine,CON_BROAD,SINGLE,-0.688519488,-1.422404887,-0.078583958,-2.032340417,-2.110924375,-2.110924375,0,0,0,94.28571429,94.28571429,94.28571429,94.28571429,7.333333333,,0,92.66666667,0,12.48215744,0.309090909,1.972727273,0.033104239,0.572727273,11.5136692,18.58666667,1.055,0.239,9.306984219,0.450116944,0.165353529,3.75039102,1.020343093,0.211185682,0.001070527,0.060609091,1.363636364,0.060609091,1.45455,1.393940909,98.54545455,0,0,0,0.022727273,97.59358289,98.39572193,0.731818182,0.147727273,1.523863636,1.542045455,0.613636364,0.018181818,0.370454545,,0,0,,,,,,,0.785738636,0.679097832,0.592593347,0.500734445,0.671565142,0.426651132,0.691855769,0.000412788,0.081431767,
2/3/2015,11501,FW08MD014,1,23-Jul-08,2008,38.65172081,-77.12457501,PROB,BOATABLE,YES,38.62364,77.12031,7th,,PLNLOW,CPL,,BOATABLE,4527.653467,0.222222222,X,Maple/Boxelder,,SINGLE,-0.960240503,0.499831126,-1.300102707,0.83969333,-0.460409377,,,,,0,100,,100,0,0,0,100,0,152.9537032,0.4,2488.636364,0,0.8,344.084597,850.91016,2484.727273,19749.75984,227.672658,518.0652644,2096.944867,334.5658611,1.061586202,32.34636364,0.032346364,0,0.674245455,0,2.280359091,2.280359091,,0.254545455,0.265909091,0.115909091,0.356818182,36.76470588,,0.308333333,0.146428571,0.598809524,1.169047619,0.111904762,0.380952381,0.116666667,med,0,0,13.09090909,0,90.90909091,90.90909091,9.090909091,54.54545455,0.369464286,0.364756686,0.695155325,0.267563685,17.97530579,0.20849985,0.106175715,0.032346364,127.4190909,
2/3/2015,11502,FW08MT001,1,16-Jul-08,2008,46.93088969,-110.8698447,PROB,WADEABLE,YES,46.93093,110.86984,1st,,WMTNS,WMT,MT-NROCK,WADEABLE,223.5,0,L,Pine,CON_BROAD,SINGLE,1.476184228,-0.089118137,1.496529916,-0.109463825,1.387066091,1.387066091,0,87.61904762,0,3.80952381,9.523809524,12.38095238,74.28571429,0,,39.33333333,60.66666667,0,4.734564915,0.313636364,1.809090909,1.15974477,0.486363636,9.142730734,12.86,0.9875,0.115875,11.60133642,0.316175751,0.044440343,4.188385884,1.582950234,0,0,0,0,0.090913636,0.393959091,0.303045455,58.36363636,0.05,0.068181818,0.004545455,0.527272727,55.0802139,48.79679144,0.131578947,0.063888889,0.206818182,0.907954545,0.015909091,0.504545455,0.036363636,,0,0,,,,,,,0.193068182,0.435346196,0.282618833,0.902125694,0.368162124,0.320177975,0.38351968,0,0,
2/3/2015,11503,FW08MT001,2,19-Aug-08,2008,46.93088969,-110.8698447,PROB,WADEABLE,NO,46.93083333,110.87,1st,,WMTNS,WMT,MT-NROCK,WADEABLE,223.5,0,L,,CON_BROAD,SINGLE,1.263765859,-0.038860132,1.35711587,-0.132210143,1.224905727,1.224905727,0,68.57142857,0,1.904761905,4.761904762,31.42857143,92.38095238,0,,54.66666667,45.33333333,0,2.609537195,0.2,1.481818182,1.3779927,0.363636364,10.53943001,6.973333333,0.715,0.0568,4.267792078,0.334467369,0.043949253,5.871241281,2.083518855,0.188814318,0.001274207,0,0,0,1.3334,1.3334,59.09090909,0,0.009090909,0.009090909,0.697727273,45.18716578,39.03743316,0.396590909,0.196590909,0.619318182,1.226136364,0,0.602272727,0.052272727,,0,0,,,,,,,0.378693182,0.434855835,0.571440816,0.612016072,0.374216615,0.46778653,0.773754455,0.001099079,0.162863535,
